asv	SRR3426343	SRR3426353	SRR3426354	SRR3426355	SRR3426358	SRR3426359	SRR3426363	SRR3426364	SRR3426366	SRR3426369	SRR3426370	SRR3426374	SRR3426375	SRR3426377	SRR3426388	SRR3426393	SRR3426394	SRR3426398	SRR3426400	SRR3426410	SRR3426417	SRR3426418	SRR3426421	SRR3426432	SRR3426436	SRR3426437	SRR3426441	SRR3426442	SRR3426443	SRR3426447	SRR3426448	SRR3426452	SRR3426453	SRR3426454	SRR3426459	SRR3426460	SRR3426464	SRR3426465	SRR3426466	SRR3426470	SRR3426471	SRR3426477	SRR3426488	SRR3426489	SRR3426490	SRR3426494	SRR3426499	SRR3426512	SRR3426513	SRR3426521	SRR3426530	SRR3426531	SRR3426532	SRR3426536	SRR3426541	SRR3426543	SRR3426546	SRR3426547	SRR3426624	SRR3426664	SRR3426665	SRR3426667	SRR3426677	SRR3426684	SRR3426688	SRR3426799	SRR3426803	SRR3426804	SRR3426807	SRR3426810	SRR3426812	SRR3426838	SRR3426842	SRR3426871	SRR3426875	SRR3426876	SRR3426877	SRR3426878	SRR3426879	SRR3426880	SRR3426882	SRR3426883	SRR3426884	SRR3426885	SRR3426888	SRR3426889	SRR3426894	SRR3426895	SRR3426902	SRR3426936	SRR3426937	SRR3426947	SRR3427000	SRR3427001	SRR3427052	SRR3427060	SRR3427082
0280f9a4a3f9d09ce5c1e11592d7e03d	13	0	0	9	641	29	126	9	0	31	58	0	112	0	0	0	0	15	174	155	40	0	0	0	37	4538	259	715	0	0	202	0	626	0	0	36	0	0	0	16	0	0	0	0	0	87	0	1198	160	0	226	152	0	757	0	5	0	0	0	0	0	1503	81	1667	76	0	0	7	853	0	309	1074	0	0	14	36	42	0	0	0	27	9	12	0	11	13	3491	896	64	0	0	180	0	0	11	21	89
2ecca833f16625183ba8d6f1fa7188ac	0	0	0	0	2322	8	0	0	0	1341	10	0	9	0	0	767	0	0	0	0	0	0	0	0	0	0	22	527	0	174	2843	1867	0	47	0	81	0	40	6315	0	0	68	0	40	0	0	0	0	30	152	0	0	0	176	51	0	0	442	0	0	0	0	1736	0	27	0	0	0	17	0	12	22	39	50	71	0	7	0	0	0	0	0	0	0	0	0	0	0	676	0	0	0	0	8	0	65	0
479b66d12ee4678a21b479c657470db6	0	0	11	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	124	4	0	0	3	46	0	0	0	9	0	0	0	0	0	0	0	0	0	10913	0	0	0	8643	0	3	0	0	11	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1b211015952fdedad9a69e960b048c69	237	171	7	1091	325	0	674	9	0	34	241	225	54	0	0	607	40	100	441	121	100	259	465	0	228	501	191	596	19	11	199	157	0	100	11	253	10	278	230	14	0	209	0	362	0	295	0	167	0	551	69	177	491	511	0	0	87	0	0	171	0	200	98	297	65	0	14	122	61	0	91	254	29	259	99	850	184	0	0	0	127	0	0	0	552	0	436	7	509	118	0	0	2999	529	0	546	0
2343bd7601d35747483ca330141c55b8	0	0	0	42	933	5	0	6028	2692	0	192	90	49	54	407	109	0	0	4	0	2	0	0	0	0	146	90	313	0	0	1465	0	0	66	144	0	5	0	6	10	0	1405	90	12	0	31	69	21	38	0	0	0	8	152	0	0	182	8	0	12	8	0	549	9	66	1027	0	0	0	1652	17	8	22	0	0	25	74	3	0	18	0	0	2	0	0	0	41	83	0	0	12	0	20	8	3	0	14
a996462eb4b00bd76c7d295121489b6d	0	0	0	0	47	2278	6	0	0	0	0	0	44	0	0	54	0	0	0	0	0	0	0	0	0	4	2332	26	12	31	42	309	0	0	0	30	0	13	0	0	98	157	0	0	978	0	0	0	62	0	0	0	6094	24	83	0	0	264	0	0	0	321	0	521	2071	19	0	0	0	36	0	0	0	0	0	0	248	150	300	0	0	1275	0	0	0	0	0	0	0	0	0	91	0	0	31	0	0
560bc9e117a81ca0979be0813c9393f9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8033	0	0	0	0	9829	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0daa4c196ea826ca7e346eeb1380bf46	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0	28	0	3	0	0	0	0	0	0	0	0	23	7280	10115	3	0	10	37	231	9	0	0	0	0	0	0	3	0	0	0	0	0
435d98ac4078bd495f5fd8537752148f	155	105	49	313	188	176	187	0	15	144	32	749	19	0	0	67	24	151	23	163	28	270	214	0	47	246	109	393	0	0	1318	0	0	14	49	16	28	0	246	932	0	20	0	213	0	233	0	59	0	292	449	6	224	332	0	0	36	0	0	144	0	14	281	291	0	0	288	0	89	0	22	9	53	111	381	94	56	0	0	0	26	45	0	0	4176	168	555	0	57	121	8	0	2004	26	0	17	164
09c248ec3022e9d3622eccab9a364e58	599	355	0	223	184	0	69	100	0	305	0	1992	0	0	0	14	0	27	11	96	74	6	0	0	35	710	98	1183	0	0	795	708	0	0	52	0	8	0	161	918	0	0	0	359	0	442	0	227	503	67	97	19	0	564	5	0	80	12	0	136	0	0	287	123	0	0	500	0	33	0	69	85	281	49	41	196	0	0	0	0	84	0	0	0	2177	0	96	0	68	0	0	0	2037	0	0	99	0
5181822298f1e5695884d81b3901da90	0	67	250	61	793	257	122	0	0	0	660	0	93	0	0	0	178	982	653	264	211	426	30	266	0	0	0	0	83	0	0	2	953	5	11	93	5	57	39	6	203	102	0	113	165	0	0	0	11	0	889	240	0	34	0	0	541	0	0	303	0	977	0	2101	31	0	0	88	229	0	116	9	0	19	10	50	175	0	0	0	182	96	0	0	2	15	0	188	3080	158	32	23	91	90	11	42	67
7c8a795bd55d732e7feaf2c291286ff4	0	12	363	0	1008	91	0	0	398	0	66	0	51	0	0	78	91	16	39	0	0	0	1394	0	6	139	196	0	0	0	0	0	51	127	214	0	4907	362	0	77	19	1218	0	0	0	0	0	20	1477	0	9	40	1933	0	0	0	11	0	0	0	0	16	0	340	63	0	0	18	20	0	0	5	0	0	0	87	83	0	0	0	0	71	0	0	0	8	0	570	0	24	0	0	0	726	0	0	43
f406ab91b9c5665c5142920f5bbd0ab3	0	0	0	0	0	0	0	75	6	0	0	0	0	3	24	11	0	0	0	0	0	0	0	92	0	0	13	89	793	0	0	193	0	57	3	0	0	22	10	0	0	0	611	4	67	0	223	0	9	36	0	0	51	67	47	1494	0	141	600	0	480	4	0	0	14	34	0	0	0	95	0	0	0	0	0	48	423	1006	2753	560	0	3	172	3577	6	0	112	0	0	0	232	306	556	0	1030	0	0
e2bfd65e0b28160c24768e8d3c474724	62	0	0	8	818	0	0	133	11	7	0	0	0	766	969	0	0	0	0	0	0	0	0	0	11	0	31	159	0	0	85	0	0	263	0	0	0	17	0	0	0	0	5	0	31	0	3	0	30	0	0	0	14	144	131	682	0	395	603	0	695	0	13	2	29	3175	1468	4	0	1629	0	0	942	0	0	167	1000	513	707	257	0	0	0	0	0	0	0	0	0	0	75	0	0	20	0	0	0
8f780a16c2518c880effb13e2b503452	246	34	73	0	380	49	4134	0	242	0	0	0	43	0	0	0	171	152	225	162	301	295	0	0	73	158	0	0	0	0	0	0	76	503	236	0	0	0	352	0	0	115	0	834	232	652	0	49	0	0	581	332	51	0	1368	0	391	1121	0	0	0	84	0	0	174	0	0	152	4	0	77	0	0	284	607	54	123	0	0	0	222	105	0	0	0	34	0	51	0	0	0	0	0	113	0	0	105
2faec4416a76de2fe9732abe20ce76de	0	26	991	1075	31	9	2621	0	0	0	0	0	0	0	0	0	81	61	43	624	112	180	1163	0	0	738	26	0	0	0	29	0	0	0	229	19	0	81	78	711	140	52	0	203	0	0	0	330	0	122	2351	30	165	0	0	0	159	0	0	1521	0	0	7	268	0	0	10	87	0	0	36	23	0	0	0	124	91	0	0	0	219	33	0	0	147	0	36	40	123	165	0	6	29	59	0	188	49
9144bcf3011cc93d6dbdac0310061c2a	0	0	38	0	3	2574	0	0	0	0	0	5	0	15	0	2	0	0	0	0	0	0	0	0	6	0	7387	0	0	3	0	0	316	18	10	1029	2	209	0	0	681	369	0	0	447	0	0	0	185	0	0	0	112	0	0	4	0	0	0	0	6	20	0	5	83	0	0	95	0	0	0	2	0	0	0	30	45	3	0	0	21	874	46	36	0	775	0	0	0	0	51	11	0	10	0	0	175
12eb886c0d719094fb20d6d6eaaeef38	0	0	0	0	0	0	0	0	0	0	0	0	0	103	2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	0	0	0	4	5	0	11	0	0	0	12	0	0	0	0	0	6	0	4	487	0	15	583	0	679	0	0	0	37	721	0	0	0	8988	0	0	0	0	0	0	0	70	489	1005	0	0	10	0	0	0	0	0	0	0	63	0	0	232	0	0	0
bf3784fc30a1cab39aa39408bfac38d0	0	0	5	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	10906	0	0	0	3440	0	3	0	0	2	0	0	5	7	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	80	809	0	0	0	0	0	0	6	0	0	0	0	0	0
adaa90432f3615a1e414898929d7103a	0	0	0	0	0	0	0	0	0	0	0	0	0	67	709	0	0	0	0	0	0	0	0	0	0	0	0	19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1879	0	0	3470	0	0	0	0	0	0	335	0	8	0	3949	0	0	0	0	0	0	11	168	728	0	0	0	2331	1155	0	0	0	0	0	0	0	17	0	0	200	0	0
01f319be8a93b70db88c4282ac897b21	0	0	0	0	0	0	0	0	0	0	0	0	0	200	1770	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12	0	3942	0	0	7422	0	69	0	0	0	0	56	0	0	0	867	0	0	0	0	0	0	0	78	362	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24840e1d2853672f4aa79277fef31614	292	0	127	423	443	127	0	0	50	0	26	0	67	0	0	0	359	194	0	250	0	284	39	0	0	312	605	159	0	0	243	0	877	367	0	202	0	71	99	0	215	533	0	0	45	91	0	141	67	0	46	0	3276	125	0	0	319	0	0	221	0	92	106	166	51	0	0	0	316	0	64	88	0	0	0	178	0	0	0	0	152	47	0	0	0	228	0	1111	199	167	128	500	0	0	321	65	192
458bac6d8be3d4f43a01ce46bc66651c	0	156	71	475	90	111	89	0	62	0	256	0	189	0	0	0	122	343	200	187	43	767	24	231	0	246	0	0	58	0	0	0	2671	0	4	4	92	72	0	72	558	19	0	0	21	0	0	68	0	2	395	117	1976	0	0	0	222	0	0	380	0	0	0	19	0	0	14	175	140	0	20	0	9	3	12	1534	26	0	0	0	113	0	0	0	0	45	30	630	0	694	667	0	0	25	0	21	233
eb068967fd13cd8bd8a459b6b246df44	217	41	930	48	513	36	35	0	152	66	49	0	76	0	0	51	17	0	20	15	45	45	721	0	42	51	199	1490	0	0	32	0	39	58	29	73	271	104	1029	46	0	87	0	722	75	469	0	0	145	12	93	999	62	498	0	0	124	0	0	12	0	26	20	46	0	0	82	0	16	0	16	0	293	161	19	267	31	0	0	0	24	18	0	0	1421	0	46	40	2037	43	0	0	141	18	0	122	37
b91b6ee5c64ceb0b4f4dc18c4571a605	0	0	18	0	35	775	8	0	416	0	24	0	54	0	0	0	9	17	1248	0	625	91	0	72	0	0	0	0	33	0	907	0	229	59	83	290	0	3433	0	0	299	0	0	0	55	0	0	0	42	0	0	7	105	0	0	0	0	0	6	0	0	379	452	110	189	6	0	591	2192	0	20	14	269	0	0	0	276	0	0	0	0	174	0	0	56	96	11	105	0	288	29	83	72	60	6	0	38
1eab86053e68fc362d0ff02ae15a679c	48	0	149	42	175	10	120	0	504	0	67	9	150	29	15	0	626	87	546	188	64	535	21	14	60	181	188	70	37	0	0	0	3065	48	0	0	39	34	25	27	336	0	8	26	36	28	0	97	0	13	92	114	926	134	66	0	279	49	0	192	0	252	0	32	25	0	12	0	60	8	115	65	15	32	19	79	0	0	0	0	317	146	0	0	0	214	171	1321	113	1146	189	48	131	36	0	207	125
bf1d195ba54a28e3874b429343ced70b	0	0	875	0	0	212	0	0	25	0	12	0	29	0	0	2	68	2	0	0	0	175	8	301	0	2	0	0	154	7	0	0	95	58	569	49	68	239	19	384	1161	573	77	0	648	0	38	0	147	8	25	57	0	0	0	0	0	0	0	2	0	0	0	1438	2371	0	0	83	0	0	0	0	0	0	3	1376	392	0	0	0	0	197	0	0	0	535	0	37	520	9	74	172	406	0	26	0	553
820058530843ef157588fef3f8aca37c	0	0	0	0	15	0	6	14009	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	59	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	10	0	0	6	0	0	61	0	0	0	6	0	0	0	9	0	5	0	0
6ecb8e977f1129a21e48b53e9fbcfca3	132	52	42	0	1124	0	93	0	105	0	14	34	76	0	0	0	142	283	164	45	66	82	4	51	0	1077	40	0	45	0	81	19	197	0	225	45	326	0	25	0	487	316	0	0	251	0	0	320	0	0	255	88	307	0	0	0	0	0	0	0	0	69	22	164	0	0	124	903	0	0	52	139	58	62	115	1089	71	0	0	0	99	1399	0	0	44	268	0	468	182	340	36	156	12	518	0	917	168
0afd2df113c13714157d1c19ea754dc7	0	0	0	30	300	3	0	0	73	0	0	42	147	3210	2126	0	80	0	0	0	0	0	0	0	33	13	0	74	0	0	177	0	0	5	65	0	0	0	2	0	9	0	14	0	4	0	0	0	0	0	0	0	0	30	0	29	4	18	37	0	89	0	35	18	18	118	0	2	11	229	5	23	7	0	0	26	42	766	2235	77	0	0	66	332	0	0	0	0	58	26	42	2117	0	50	979	5	0
a9463996fb801a068fb589c165805beb	50	0	5	0	0	0	0	103	0	334	29	545	0	0	0	14	0	8	0	8	41	0	0	0	0	0	0	294	0	48	544	72	0	0	0	0	0	0	34	0	0	31	0	0	0	678	0	0	0	413	0	0	0	233	25	0	0	213	0	0	0	0	146	0	0	0	809	0	0	0	5	5	176	0	0	0	0	0	0	0	0	0	0	0	5351	0	932	0	129	0	0	0	2375	0	0	0	0
2e4d76e0a3dc790bcf0237a01710bbca	0	0	0	0	0	100	0	0	50	0	914	0	3389	0	0	0	851	0	102	0	0	8	0	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	17	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2107	0	0	0	0	0	0	0	0	0	0	0	8	9	0	879	0	0	0	0	1848	0	0	0	0	0	0	0	655	243	0	0	4	0	0	0
2dfb6d89ccaae87e9226141a62f493ef	0	376	103	350	1111	3756	135	0	357	0	0	115	125	0	0	187	111	0	0	0	0	0	294	0	0	0	36	89	0	0	0	0	82	70	74	121	115	210	1061	131	0	301	0	399	37	0	0	0	728	39	0	87	636	0	0	0	0	0	0	0	0	0	0	65	0	0	0	23	50	0	0	0	0	0	0	427	127	0	0	0	0	0	0	0	87	42	0	400	0	144	43	0	119	238	0	24	230
c9ee071396e48d644747f224994521a4	0	0	113	19	3268	589	2	0	52	0	223	86	728	19	4	0	7	36	21	0	0	74	37	0	5	69	0	15	0	18	6	0	48	0	0	1411	69	616	6	3	61	70	155	0	14	5	38	11	36	0	3	0	2150	14	2	70	4	10	32	14	7	1475	0	30	2	8	0	144	0	4	10	11	6	0	0	247	122	14	16	2	0	48	0	8	0	13	0	15	0	0	95	11	256	429	0	2	44
49d3b7fdbf7276e7aaae2825494f7005	113	41	0	0	1115	0	55	0	119	0	0	0	81	0	0	0	128	318	169	22	74	55	0	48	2	1065	51	0	0	0	75	0	167	0	199	63	355	0	0	0	411	279	0	0	223	0	0	318	12	27	223	76	295	0	0	0	2	0	0	0	0	78	21	134	0	0	106	826	0	0	0	156	45	46	102	930	83	0	0	0	125	1365	0	0	26	276	0	441	172	318	40	137	0	506	30	820	152
13dd4ff146adfc3c6ed34e57d816ddee	148	865	79	6	20	0	34	0	131	0	268	0	17	0	0	0	171	662	331	45	0	345	2550	0	64	471	114	789	0	0	24	0	49	16	186	0	0	0	32	1637	70	238	0	135	24	398	0	107	0	0	82	62	29	280	5	0	116	49	0	67	0	15	17	192	6	0	5	11	117	0	27	74	0	39	92	67	0	0	0	0	32	22	0	0	906	0	22	8	548	69	0	0	0	7	0	106	14
340e5deb35f7779d3e34ef025f2475a7	131	13	305	348	342	0	0	1208	0	18	0	7	0	0	0	40	0	13	47	49	0	0	0	0	472	67	6	393	0	0	754	610	0	0	15	0	55	0	44	200	0	0	0	117	0	371	0	30	0	0	19	0	0	512	0	0	11	0	0	119	0	0	103	0	0	0	0	0	0	0	0	10	29	7	15	8	0	0	0	0	40	0	0	0	5332	0	73	0	64	0	0	0	891	0	0	117	0
bb957576b973a8c088d88dbd3f3a27cd	0	0	2	0	4	63	0	0	0	0	0	0	244	1904	79	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	4693	0	0	273	0	0	0	53	0	0	0	0	0	0	980	376	0	0	0	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	4077	72	0	0	25	0	0
914194c4035592cf5cca766077cb51e8	0	0	0	0	0	16	0	954	11	0	15	0	413	12	67	0	0	4	0	0	0	2	0	0	122	8	0	0	0	0	0	0	0	108	0	0	28	0	0	0	0	173	267	0	0	21	13	0	84	0	0	0	10	13	0	13	0	0	12	0	53	0	0	0	0	13	0	0	0	6	5	0	0	0	0	131	0	33	7	22	0	0	12	0	0	13	0	40	0	0	8	0	0	26	0	0	10189
2bb899872f35e93030de0b0849b7c755	114	43	0	3	1037	43	74	0	87	0	0	0	68	0	0	0	125	282	200	0	62	59	0	46	0	1151	41	0	0	0	95	0	187	5	175	48	329	26	0	0	450	258	7	0	249	0	0	279	0	0	251	53	286	0	0	0	0	0	0	0	0	62	0	168	18	0	79	774	0	0	0	138	58	94	114	1041	78	0	0	0	107	1357	0	0	0	239	0	372	164	316	41	120	0	418	0	800	131
7c1fdefc7703bfba161e97aad77f546f	7	9	315	59	146	152	46	0	304	0	85	0	178	0	0	0	116	18	38	273	7	105	132	0	8	3	84	21	0	0	4	13	444	121	106	51	77	774	20	0	604	248	0	35	435	0	3	12	594	80	73	686	998	22	3	0	167	0	0	76	0	116	3	148	352	0	5	519	224	0	203	18	6	5	0	908	212	0	0	0	434	91	0	0	0	208	72	144	247	167	30	4	119	156	0	83	41
f39b24890edb80be8a5d5b5f0b12274a	12	190	655	39	131	103	332	0	110	7	398	0	124	0	0	0	460	171	238	65	98	331	557	0	139	74	121	27	0	9	22	0	464	21	0	31	11	33	5	94	179	107	9	17	44	22	0	38	65	57	127	1834	215	71	0	0	126	0	0	196	0	519	0	17	429	0	7	56	123	0	113	110	10	54	5	132	514	0	0	0	47	307	0	0	25	84	26	166	60	248	55	15	213	319	0	217	159
922a12795aaba6197f73587612b84449	0	0	0	0	0	658	0	0	176	0	18	0	548	0	0	0	412	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2003	0	0	87	0	0	0	0	18	2173	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	2497	0	0	0	0	744	0	0	0	1585	0	0	0	0	717	0	0	26	0	0	0
e7a2ab1e30e0bba23aa831a98108762d	0	147	143	16	0	136	639	0	43	1336	400	0	182	0	0	0	141	1034	50	71	86	1319	192	0	0	773	23	0	8	0	88	0	235	7	0	11	16	20	9	185	244	401	0	19	76	22	0	332	49	0	334	477	396	0	0	0	37	0	0	0	0	139	32	86	79	0	35	23	48	0	0	0	9	19	17	37	234	0	0	0	434	31	0	0	0	0	0	75	227	412	0	17	84	42	0	12	112
930bebb2661a0bc19b12af976120bbed	239	0	0	25	11	0	249	18	18	0	0	0	0	161	82	14	0	0	0	58	354	5	0	0	0	93	0	24	0	0	62	0	0	187	20	107	0	32	0	15	0	63	0	0	231	38	0	88	64	0	0	537	40	102	1724	235	0	1205	251	0	1071	0	20	39	742	110	0	537	71	91	58	12	67	12	0	172	444	112	279	838	0	16	0	0	12	318	10	0	25	149	187	0	12	42	0	0	0
842c61ea0bf596acf935a2ecc09dc919	0	0	0	0	0	0	0	0	2	0	0	0	0	2298	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2037	0	0	844	0	203	0	0	0	0	403	0	8	0	546	0	0	0	0	0	0	192	1932	1960	54	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13761855bcf59bda2c61f064617c3900	0	36	0	695	165	65	0	342	1136	0	0	1093	0	78	14	0	0	0	0	0	0	0	0	0	75	0	0	0	0	28	170	0	0	0	0	15	8	0	46	0	12	0	0	0	6	0	0	0	0	4719	0	0	1114	0	0	0	7	0	0	32	0	0	46	0	0	0	90	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	1122	98	5	0	0	0	0	0	0	0
fedac75bdc7ac2bf4f282373199d4506	0	165	0	0	665	0	145	0	0	989	0	0	0	0	0	0	0	69	0	0	261	0	0	0	0	0	0	0	0	139	0	0	0	0	712	0	0	70	64	0	107	0	0	0	0	0	0	0	0	846	0	0	0	0	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	418	630	123	284	217	484	0	0	0	0	0	0	0	0	555	0	1192	0	387	168	0	0	0	48	0	1603	0
dd538532b3c89e2d0fc74fc332f1164a	0	0	0	0	0	0	0	0	0	0	0	0	0	693	3256	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	3	0	86	0	9	3	49	0	0	0	0	0	0	0	0	1001	0	0	610	0	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	235	2545	0	0	0	0	0	0	0	0	0	0	15	101	0	0	131	0	0
4e24d7fd8d17526d75c84ce27b58c396	0	0	0	902	0	1188	0	0	275	0	0	0	247	0	0	0	205	144	772	39	0	0	1343	0	0	0	203	0	0	0	0	0	335	0	0	104	0	0	0	0	988	0	0	0	0	0	0	0	0	0	0	48	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	59	1424	0	731	721	0	0	780	0	0	0
f8ec7d53d412a5e21f276a6abbf34145	0	0	27	0	0	472	0	0	11	0	144	0	217	0	0	0	4076	0	36	0	0	0	0	0	0	12	0	0	0	0	0	0	2019	0	0	0	0	0	0	0	911	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	17	0	0	0	0	0	191	0	0	0
e41f1e4ccadda9da05a6fa9b893d94ba	0	0	0	0	0	1221	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	41	162	0	0	201	0	0	0	0	0	0	6678	0	0	0	0	0	0	0	0	0	43	0	383	0	0	0	80	0	0	0	0	0	0	0	22	937	0	0	0	0	180	0	0	0	19	0	0	0	0	3	0	0	0	0	0	592
42212187b88271498be0b9393d82384f	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	808	0	0	0	203	0	67	0	0	0	1810	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	992	0	150	423	0	0	0	0	1006	168	286	0	159	0	884	0	0	0	441	991	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8dff50850418055b18b6c22b69d65cab	0	115	772	9	516	164	9	0	500	0	84	0	42	0	0	30	31	21	96	0	0	431	1370	0	18	0	102	62	0	0	9	0	28	359	41	55	367	281	529	5	16	1486	0	408	38	0	0	0	381	0	0	52	51	40	0	0	35	0	0	3	0	18	0	78	61	0	0	0	5	0	0	0	3	28	0	24	19	0	0	0	0	18	0	0	8	8	0	73	302	316	7	0	0	303	0	0	415
f2e1ff13a535be7fb7419ce342790f5a	0	3967	24	0	89	46	0	0	148	0	69	0	171	0	0	0	142	0	0	0	0	0	341	0	0	48	0	0	0	0	0	0	0	211	0	12	0	1260	22	0	23	51	0	0	0	0	0	16	656	0	0	0	931	0	0	0	0	0	0	0	0	37	0	202	495	0	0	0	0	0	0	0	0	22	0	135	46	0	0	0	0	24	0	0	0	0	0	145	0	0	7	0	0	666	0	0	51
2235e178d8a656f267738e052f95bb11	0	0	212	0	13	90	25	0	0	0	1821	0	0	0	0	0	644	0	174	1351	71	1117	42	0	0	0	0	0	0	0	0	10	1578	0	0	0	0	0	23	14	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	635	0	0	0	150	0	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	568	0	0	19	0	0	330	0	0	0
da383e5ae0cf9a86240fd36aefd89cdd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	468	0	0	0	0	0	0	17	4150	2895	0	0	777	191	426	0	0	0	0	0	0	0	2	0	0	0	0	0
25309928cbad0abeeeb8e169d03ee39e	0	0	0	4	0	0	0	0	73	0	0	0	42	1614	2737	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	7	0	0	8	0	0	14	0	0	15	0	115	2	7	0	0	301	0	0	9	609	0	0	0	0	0	0	21	2004	2091	40	0	0	27	36	7	0	0	0	0	0	38	4	0	0	0	0	0
d9f57974c755ab2294683698ad7b94b3	918	0	0	910	1707	29	0	0	410	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	97	0	58	0	0	0	0	0	0	99	77	65	0	71	1085	0	4	1047	0	0	92	0	0	0	241	0	0	0	419	0	132	0	0	1147	0	0	0	83	0	38	45	0	0	30	0	0	0	0	0	0	0	0	17	0	2	0	0	19	0	0	0	19	0	0	0	0	31	0	0	791	0	0	0
f173e904bd978a12fd8d2921e87b1b41	0	0	4	66	56	17	0	0	0	30	0	14	54	0	0	118	17	0	0	0	898	0	0	5	217	0	4	100	45	197	91	866	0	47	14	47	138	4	0	0	23	0	5	0	185	0	9	0	941	26	0	0	329	230	387	0	76	253	0	0	0	6	18	256	927	28	0	81	14	43	34	19	210	2	0	41	53	124	154	0	0	41	33	35	4	72	0	0	2	0	0	173	848	375	42	26	216
