ASV	SRR20752627	SRR20752628	SRR20752629	SRR20752630	SRR20752631	SRR20752632	SRR20752633	SRR20752634	SRR20752635	SRR20752636	SRR20752637	SRR20752638	SRR20752639	SRR20752640	SRR20752641	SRR20752642	SRR20752643	SRR20752644	SRR20752645	SRR20752646	SRR20752647	SRR20752648	SRR20752649	SRR20752650	SRR20752651	SRR20752652	SRR20752653	SRR20752654	SRR20752655	SRR20752657	SRR20752658	SRR20752659	SRR20752660	SRR20752661	SRR20752662	SRR20752663	SRR20752664	SRR20752665	SRR20752667	SRR20752668	SRR20752669	SRR20752670	SRR20752671	SRR20752672	SRR20752673	SRR20752674	SRR20752675	SRR20752677	SRR20752678	SRR20752679	SRR20752680	SRR20752681	SRR20752682	SRR20752683	SRR20752685	SRR20752686	SRR20752687	SRR20752688	SRR20752689	SRR20752690	SRR20752691	SRR20752692	SRR20752694	SRR20752695	SRR20752697	SRR20752698
a596fcbbf99088aa6f026f499b67da33	54	100	47	256	70	169	94	0	144	210	61	74	152	152	277	97	115	73	0	312	179	158	88	343	329	172	503	210	144	129	222	0	0	115	210	0	104	150	99	202	100	320	277	534	185	96	0	55	304	398	573	1156	212	53	160	0	100	5448	298	208	0	0	0	0	0	0
42e0aea49a806c7f78ebfcf4ecb2100e	401	207	475	1685	373	253	444	0	336	205	469	460	245	252	1184	254	307	263	0	783	685	323	411	235	306	138	421	174	225	129	54	0	0	434	264	0	252	529	559	41	78	90	106	141	0	0	0	0	100	0	212	1132	0	0	0	0	0	0	37	0	0	0	0	0	0	0
4474391b3ac70bb82fe61b76b9bb7594	27	88	34	235	251	407	279	0	120	343	176	167	212	207	367	286	306	242	0	617	93	475	451	273	185	999	334	1127	225	624	1033	0	10	185	392	0	32	345	228	999	701	342	474	1086	31	0	0	193	79	0	172	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
196651523b3774febc257ad6f7102f0f	605	203	30	615	820	396	629	0	1334	3987	292	133	272	103	14	0	15	329	0	102	734	271	38	3	6	119	2	132	0	4	20	0	0	1691	0	0	306	278	0	12	5	4	253	47	110	184	0	612	66	147	16	53	121	0	59	0	0	0	0	81	0	2	0	0	0	0
a82067caab8cd4ed836e24620cb16d1c	0	0	0	50	53	73	299	0	58	143	0	0	475	1077	506	182	633	281	0	435	33	111	418	171	147	233	166	257	60	71	600	0	0	0	0	0	0	49	45	434	427	341	453	420	3951	132	0	1830	134	186	189	0	0	0	28	0	27	0	0	0	0	0	0	28	0	0
5ca611c70b56bda1f64d10cbff5f0ebc	0	156	133	190	129	314	652	0	155	340	134	115	614	332	360	65	565	308	0	428	455	187	498	219	299	232	280	234	522	299	151	0	0	161	92	0	149	809	14	166	61	171	308	487	1829	121	0	515	220	319	399	124	308	0	33	4	0	0	458	29	0	0	0	0	0	0
4781ed2c08283cac34cb232890a14a56	0	8	133	18	10	163	318	0	26	33	130	129	29	62	35	430	3	82	0	51	593	4	7	0	0	3	2	0	424	3	0	0	0	6	9	0	339	12	214	0	2	0	0	8	0	3	0	0	29	0	0	0	13	0	0	0	9132	2304	0	0	0	0	0	0	0	0
52d27c79677a1836568d8393ea0ba921	30	178	35	94	70	172	304	0	123	175	64	77	137	206	139	56	247	231	0	258	130	191	95	113	155	95	143	80	117	65	748	0	0	118	82	0	57	247	0	778	266	27	199	932	1647	1936	0	1360	236	74	573	1179	44	214	38	0	0	0	0	50	0	0	0	0	0	0
84485294757a26d98d73e2de8764fe46	75	591	210	346	126	112	196	0	140	139	236	233	270	84	133	204	76	461	0	335	254	25	0	21	25	29	24	21	163	0	0	0	667	389	230	0	527	532	312	0	12	19	31	31	695	141	112	0	240	840	957	1631	141	58	52	0	387	205	41	52	142	1360	31	206	0	0
5736d4bcb93ba33dafe9bc719c233af2	288	206	422	414	679	207	361	0	489	174	486	450	0	0	0	140	0	127	0	0	334	0	0	0	0	8	0	0	68	0	0	0	0	515	402	0	208	341	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	5895	32	2166	0	18	10	0	0	0	0
0796e742df6afe10506ade5d0a71f7a7	0	0	0	193	0	0	66	0	0	0	0	8	1049	1071	536	0	0	87	0	0	0	582	122	0	0	0	0	5	343	2609	63	0	0	120	34	0	0	0	181	43	14	58	0	59	2545	0	0	0	868	0	2406	1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317ddcbb231579cdf15ab2b499c414fe	10	249	109	80	126	14	437	0	82	20	101	88	33	135	35	23	0	180	0	54	20	82	990	482	656	620	651	597	359	7	116	0	12	178	167	0	106	719	29	109	68	164	137	991	5	4	0	0	413	53	22	6	16	0	0	0	0	14	4826	0	0	0	0	0	0	0
7e6fdd62399e70b249748ddf92abbaa8	513	49	30	279	266	212	301	0	319	138	203	203	131	172	375	92	312	348	0	119	445	266	324	511	591	352	431	382	618	675	228	0	0	44	45	0	0	22	716	253	233	264	266	545	163	417	0	627	97	164	507	225	279	58	36	0	15	185	201	44	0	0	0	0	0	0
4983bcbf8d6b5f1e686bb42289ee87d3	7	0	0	81	0	0	132	0	75	142	57	0	147	196	286	80	498	269	0	83	88	349	445	198	256	688	230	540	189	508	434	0	0	0	0	0	0	0	107	422	766	875	489	422	441	130	0	1918	344	494	140	168	80	0	189	0	41	472	109	179	0	0	79	99	0	0
aa160fa04947bd582c558bf0ea559281	125	620	1896	228	928	108	261	0	181	65	750	708	140	7	213	185	122	114	0	557	1312	34	5	0	4	0	0	6	0	13	10	0	34	385	1063	4	2065	318	1134	6	3	8	38	0	0	255	0	2	0	5	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
bf52ca859bf2e4785a089d5c5244ddef	18	356	261	111	385	31	322	0	123	5	39	19	175	103	70	808	0	208	0	110	423	108	0	0	8	0	0	4	186	230	0	0	0	849	224	4	732	212	1243	0	11	38	78	23	1573	977	0	0	572	336	545	1566	101	299	120	0	3	6	0	143	0	0	0	0	3	0
f462281ae16f6d04c5b84fe20bfe24d1	482	61	253	441	389	681	0	0	6278	0	833	637	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	12	214	0	73	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	0	0	0	0	3
24abcc3f5bd58103776575c271324e56	736	560	826	106	53	80	44	0	296	52	158	144	0	23	0	15	0	46	190	17	22	0	0	0	0	0	0	0	0	0	0	287	951	558	612	18	787	745	0	0	0	0	0	0	8	9	131	0	0	0	0	0	165	119	690	100	0	10	0	641	2082	245	969	767	21	0
475eaab510c59f58cf5544ef3d57223b	197	452	673	547	305	225	686	0	383	432	249	317	49	100	106	943	62	180	0	85	1250	13	0	42	76	50	59	33	129	0	0	0	0	676	1874	0	598	694	74	0	67	67	0	0	0	0	0	0	444	76	158	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576455fa030c8867d035d58da127e006	161	157	32	80	90	117	257	0	58	192	47	42	130	230	300	99	395	532	0	118	212	100	52	291	393	161	369	168	134	561	106	0	0	47	59	0	150	168	20	135	121	420	178	324	237	105	0	142	19	82	146	516	2334	0	291	0	9	1695	16	271	0	0	8	60	0	0
c1b092b447601a5842168f36559859b0	1083	666	985	588	318	1356	469	0	782	513	807	699	57	33	14	23	18	328	0	64	39	23	11	19	8	99	0	58	27	27	0	10	12	1125	519	0	1123	924	0	0	0	0	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	72	6	0	7	0	0
7078049ce8c04507f85cfa1ef8b5b76b	32	31	133	111	162	264	136	7	260	0	83	39	1178	32	72	69	0	113	0	173	58	334	343	255	225	41	170	29	94	358	0	0	0	298	131	0	230	168	148	0	46	310	131	0	2141	697	0	181	466	1778	163	120	250	0	87	0	360	183	179	120	0	0	0	0	0	0
7a25254495181836312ad355874f923f	624	341	153	307	304	305	747	0	332	168	138	151	126	72	59	59	305	311	0	55	182	134	61	100	96	88	45	80	71	104	114	0	0	309	180	2	234	371	0	93	623	138	320	37	27	2926	0	162	621	38	79	149	0	998	31	0	0	0	0	9	0	0	0	0	0	2
b25ac16f0a80661b8162297446c62d92	48	183	364	538	106	531	448	0	252	360	334	336	414	172	489	305	158	400	0	250	313	219	457	314	347	144	342	172	158	49	63	0	0	727	313	0	315	540	79	74	45	179	84	72	12	905	0	377	71	30	0	468	0	0	126	0	0	0	0	137	0	0	0	0	0	0
5d1c1b4bf25c6a3e94bafa7a23a1fff8	48	0	11	0	187	72	96	44	109	152	147	186	100	203	323	150	317	467	99	149	242	42	119	271	382	125	269	93	151	159	109	69	307	0	7	0	14	41	345	103	95	233	139	166	239	38	115	188	26	1220	0	508	201	163	199	0	734	245	267	148	63	334	737	198	203	0
170a036f30189211e9de0b5eda9402a4	482	148	112	95	268	125	165	0	249	79	308	307	156	60	397	25	122	418	0	458	248	192	464	554	712	679	719	623	110	7	108	0	0	92	54	0	166	118	248	121	317	493	197	116	19	410	0	0	261	0	39	408	0	0	0	0	0	6	296	0	0	0	0	0	0	0
d546cbc3b2f07375935588122e57f9bb	50	39	49	175	25	152	87	0	90	205	161	219	144	92	93	0	109	110	0	393	63	138	90	203	192	86	189	147	184	93	46	0	0	53	22	0	40	328	0	72	50	166	91	38	210	86	0	102	112	95	1194	348	486	2291	1045	0	0	0	237	1056	0	0	0	0	0	0
4c897c247680d3d1ed08dbf01e566a6a	22	0	0	424	78	325	303	0	91	455	138	139	312	445	267	0	296	578	0	458	187	342	184	366	458	384	524	381	187	812	431	0	0	0	12	0	0	436	46	560	156	292	156	1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87d514cdd0e65efc446b89f1cbf25d82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4684	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	5710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	14	17	60	0	0	104	126	697	0	0
eafecd089f41a3fdeec20cf444bb8490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2254	70	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	21	0	6	7	46	117	0	3982	2145	747	2004	0	0
82c2d8744ab505584e729890a55ac6c2	188	209	543	224	132	178	410	0	126	303	143	125	168	104	158	1163	36	182	0	233	329	83	77	200	297	32	650	46	535	27	46	0	699	534	599	15	557	689	23	57	32	31	17	95	0	11	0	0	91	12	7	19	0	0	10	0	261	636	0	0	0	0	0	0	0	0
2b61b30009e957e36f5b8991eaa3a94a	0	0	15	18	0	0	0	0	0	0	0	0	6	0	13	0	0	6	0	11	15	0	0	0	0	0	0	10	14	9	0	92	5268	14	0	0	0	18	8	0	10	21	0	21	13	22	0	0	48	25	8	158	817	598	543	0	126	1530	769	617	102	56	41	204	0	0
d99b2329fcffa9e314e29b49071e4c03	64	0	20	347	237	157	329	0	391	217	384	313	82	263	129	62	89	103	0	103	172	187	320	597	1103	456	818	422	908	234	164	0	0	0	5	0	0	0	207	140	170	747	321	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728bd69070c1f004024331ca32090207	266	173	167	513	220	267	292	0	453	227	269	222	315	279	365	196	184	194	0	334	156	188	178	291	289	267	297	312	229	70	281	0	0	184	146	0	188	332	52	395	216	236	191	183	205	267	0	9	496	160	215	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b67b431bfd8ddccaf7401999a44f860	53	198	0	90	0	90	37	0	0	143	41	58	126	243	205	124	488	246	0	104	175	233	77	261	302	227	233	214	68	131	91	0	1227	44	51	0	0	74	0	91	162	435	167	95	320	334	0	32	770	0	190	98	55	244	0	0	0	148	81	0	1165	346	43	437	0	0
e6fd76899c06b38a76044aa6c5761790	326	38	21	247	370	323	309	0	189	623	344	494	297	156	836	79	643	529	0	366	914	64	96	119	146	205	192	195	244	99	157	0	0	46	170	0	27	105	301	182	299	606	55	20	0	0	0	0	0	40	32	0	0	0	54	0	0	0	0	23	0	0	0	0	0	0
2dae9b5312250da1fba732f43468afd4	16	21	9	41	23	16	17	0	15	17	80	85	41	24	88	5	35	46	0	97	26	38	45	68	85	166	57	152	61	78	67	17	23	4	11	0	2	83	76	39	72	101	89	48	202	191	0	241	146	25	47	62	296	39	2715	0	425	1269	146	2223	305	12	12	44	0	0
08e19f3e6321e9d0369cd4abde43cba1	207	1117	549	181	218	197	163	0	1098	134	410	530	128	72	114	82	241	130	0	188	361	536	0	70	116	105	132	116	104	0	0	0	0	386	555	0	1020	738	208	0	0	0	66	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b4b623e449a0c49e457c84c437028ba9	0	42	30	226	107	197	173	0	117	156	84	98	359	113	84	0	125	126	0	199	251	544	339	166	207	138	159	183	232	93	28	0	0	69	49	0	54	77	12	32	268	233	91	152	63	507	0	0	235	784	186	1630	208	811	61	0	0	11	7	30	0	0	0	0	0	0
21fe25a460395265ffd53aa9a3427309	0	0	0	233	40	73	278	0	119	64	47	42	258	299	311	73	176	112	0	300	59	135	189	181	233	228	316	239	249	290	299	0	0	70	0	0	0	146	0	358	224	229	337	349	169	154	0	206	205	76	427	444	31	0	565	6	0	0	0	1279	0	0	0	0	0	0
1e8b8eb3385c1b89cb5b45f42a1bb23f	610	677	422	682	263	532	225	0	325	62	474	481	490	320	151	100	42	146	5	430	95	51	0	43	27	78	43	87	109	9	25	0	295	468	662	0	935	497	13	16	0	6	10	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a29aa87fd6537f1bda7b7318e7b77130	0	0	0	124	66	62	159	0	20	152	57	69	227	284	249	0	403	238	0	253	81	274	164	164	199	257	212	247	16	1159	700	0	0	0	0	0	0	53	28	808	587	807	741	1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2427fdd0b0e70088418a826a59c16efe	147	406	183	39	79	31	219	0	76	19	0	0	344	488	156	0	80	41	0	181	165	123	75	16	13	0	18	0	353	84	7	0	0	127	106	0	274	173	321	11	95	305	85	75	345	38	0	0	2046	599	168	123	103	1118	53	0	0	358	0	46	0	0	0	0	0	0
05143feadfb31b0cfb717c5d04b79900	110	0	11	5	26	0	6	0	16	20	0	0	0	0	43	4	56	14	0	5	14	5	30	130	151	15	191	16	7	0	22	0	6416	0	5	0	0	9	33	25	0	9	8	3	0	12	0	0	0	18	0	0	81	0	0	0	0	0	0	0	105	3	190	2035	0	0
41363f5fe13d3eca207cf056e54cc207	202	263	154	108	825	45	933	0	25	51	217	162	54	104	136	45	74	193	0	327	273	247	97	682	910	148	1017	128	310	273	94	0	0	201	52	0	156	19	56	78	0	307	57	747	0	19	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0
b9314c4d4cf356f754b9b3ddd57348d2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	339	338	0	0	1640	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	2806	1027	55	0	26	441	623	22	62	366	554	994	159	0
fdec11520c5b120a2e2b96d64ce2e838	0	0	0	0	0	0	0	1233	0	0	0	0	0	0	0	0	0	0	1698	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	261	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	88	93	4236	761
b005b594cbe78489951de829ad10e67e	66	155	8	0	7	0	0	17	0	0	20	14	9	0	18	41	27	0	81	30	110	0	67	0	0	148	0	141	0	0	13	1560	428	50	12	0	76	0	77	29	48	11	29	155	0	8	908	0	9	33	0	0	24	0	0	321	46	216	491	2	1281	554	518	1639	2	0
33a6b85449c48c1829715d24c4dfad8d	0	0	0	0	0	0	0	5890	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	26	20	0	0	941	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	31	0	0	158	1093
fb7fe3d5ebf924ca022e69bdf736d359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	2224	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	84	0	0	0	292	18	458	0	846	656	764	412	2668	401	28	155	0	0
8af5dfbdc180fecf223c9f5d60a8dd07	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	141	183	0	0	3066	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	61	0	0	419	43	27	0	0	707	792	581	1280	353	316
a3391e3a75a53b81490161003f620e97	14	983	5286	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	1167	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7cbe9a8f1aa1e5e87a1f8c4555b35e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2889	0	0	0	0	0	0	0	0	0	0	0	0	4686	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1030	158	98	191	93	0
44b567a0d2af9da75589740bda3e4437	0	0	0	91	84	0	25	0	0	0	0	0	0	15	76	15	120	94	0	8	60	0	52	105	163	133	89	75	25	0	34	110	1965	0	0	0	25	0	141	50	49	96	0	7	0	78	0	0	5	43	0	0	2023	3	114	0	595	977	1016	100	122	188	126	49	0	0
0ef38ca150733c7079bcc29e131dc478	387	134	76	99	75	141	150	0	131	85	409	372	43	25	61	95	71	139	0	152	58	46	103	41	33	147	49	196	88	14	78	217	0	154	405	0	305	197	239	41	130	40	21	12	18	227	0	0	340	64	92	124	229	0	0	0	320	574	1420	0	0	211	13	15	0	0
89f3e043c3c74d795a5a6c95c16ccf58	44	24	21	0	0	70	99	170	68	0	0	0	79	56	47	51	85	18	154	136	19	30	0	102	140	65	123	60	82	290	162	947	21	48	0	0	26	77	40	198	53	146	452	207	29	257	236	490	30	1371	38	107	60	59	33	0	43	60	122	22	237	292	441	45	429	0
5680cb2e562aaca99f663966991060ef	64	1603	260	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	549	909	0	913	81	0	0	0	0	0	0	0	0	0	0	42	142	0	0	0	0	0	0	2690	111	56	0	230	0	68	217	0	0
c36fd6020eed96474c2523cada68316c	239	114	104	34	13	17	0	0	64	0	118	124	0	0	12	236	6	11	0	15	21	0	0	0	0	0	0	13	0	0	0	6	430	67	166	0	91	26	11	0	0	0	0	0	0	0	0	0	41	0	0	0	338	0	107	0	4445	287	255	23	744	478	46	16	0	0
4d44f6060ed9835dfc7c4a19ce55272f	0	0	0	0	86	0	15	0	53	0	0	18	9	0	93	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	3509	1962	0	0	20	0	25	0	0	0	72	32	0	0	8	0	0	0	42	0	0	735	0	0	0	18	0	222	0	209	1246	0	0	0	0
7ad5dd9a18ab9d25cc2a135687fffb28	0	0	0	9	34	0	23	0	0	0	11	0	0	18	44	14	36	113	0	14	14	0	0	0	0	19	10	15	12	0	31	480	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	17	0	0	0	5	0	0	0	0	6479	1059	26	0	0
0e335a6a88b2bba759a33757116b76a6	0	6	0	34	0	40	41	0	15	63	28	36	24	44	49	35	15	46	0	95	45	33	50	33	45	98	42	118	59	43	8	0	0	8	0	0	0	50	13	12	38	47	0	18	79	204	0	159	292	79	55	397	960	2501	653	0	0	189	1036	543	0	0	0	0	0	0
bb4923b2023917920789b1cce389e54c	61	27	50	61	211	98	55	0	253	31	55	53	34	9	44	93	116	579	0	59	32	0	42	0	13	26	0	26	737	0	0	0	0	187	138	0	32	81	47	0	23	0	29	0	32	84	0	0	381	60	30	1174	1073	165	35	0	28	1401	579	52	0	0	0	0	0	0
83d2f91e8a9cee11c603193edc5482ed	92	228	332	124	135	11	469	0	94	10	0	0	697	678	267	810	115	327	0	139	250	428	157	71	95	0	78	0	473	0	0	0	0	261	182	0	454	211	30	0	0	140	0	12	20	0	0	0	0	310	0	234	0	37	41	0	0	203	0	51	0	0	0	0	0	0
3adf1e240367e10d841b83d689e19133	16	0	0	54	292	0	119	0	124	8	419	863	49	0	949	0	441	58	0	175	310	12	296	220	375	161	441	186	0	0	150	0	0	0	0	0	0	0	1407	182	390	273	0	0	0	0	0	0	11	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb901abfc6526093961ff97f9a613709	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	74	54	30	0	0	0	13	0	0	0	0	20	39	0	33	413	0	0	0	0	0	0	0	0	386	339	406	0	312	0	99	0	4872	0	72	113	0	0	0	0	0	0	0	0	0	0	0	249	517	0	0
c5ab268215f44037f4d0b1d8997d1313	808	918	210	62	381	59	154	0	338	21	155	65	29	26	253	352	75	123	0	94	84	5	140	302	266	34	293	58	62	0	29	11	158	260	351	2	565	143	0	24	8	134	96	33	0	0	0	0	0	6	0	0	8	0	0	0	33	2	23	0	298	230	7	113	0	0
827bf6e8070e58e2f73bd5b8eacf62a2	70	17	33	163	14	54	98	0	19	55	30	43	88	111	48	191	72	109	0	20	167	0	142	13	14	23	15	27	120	0	35	0	10	38	13	3	11	76	63	42	18	139	46	36	479	158	0	0	134	0	124	59	0	0	1596	0	0	1731	0	1289	0	0	0	0	0	0
3b18c6d20046297017dd796cdfa81616	36	210	243	261	69	78	119	0	159	88	98	132	112	41	68	139	124	68	0	329	0	20	132	176	213	40	179	24	41	18	8	0	1670	262	320	0	223	259	59	0	9	171	28	21	76	136	0	0	282	409	106	120	34	0	30	0	93	24	44	22	94	11	0	0	0	0
d7adafb816caa79210d4da348873b3cb	18	118	216	578	106	129	303	0	88	33	101	134	89	68	68	47	47	169	0	131	291	159	63	98	111	15	112	32	123	37	0	0	0	280	263	0	143	396	0	0	68	60	46	169	229	606	0	0	781	0	420	621	40	0	30	0	0	0	0	45	0	0	0	0	0	0
80cc9d63948236efdf10fcd18eee7e53	14	0	13	23	15	52	25	0	14	42	56	37	94	87	65	69	84	98	0	26	63	234	56	152	117	118	110	320	119	155	17	0	0	38	0	0	0	61	262	26	30	971	108	159	225	51	0	22	1102	35	42	161	250	4	406	0	86	351	275	734	0	0	0	0	0	0
a6dad9ba328c84c7ef76bbc600c4e765	0	549	680	49	0	0	81	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	667	619	0	542	463	50	0	0	0	0	0	797	0	98	0	1077	616	101	0	0	0	0	0	248	100	108	0	179	0	0	60	0	0
891b23543bdab2ff2e963629b2e8e16e	141	39	56	99	265	71	88	0	115	78	355	437	87	103	182	101	465	100	0	223	278	99	40	98	139	191	160	178	96	28	112	0	0	41	57	0	63	120	965	129	141	188	73	54	0	75	0	0	162	38	61	158	0	0	130	0	82	376	169	107	40	0	0	0	0	0
caf17226fc2f94c0b9dafb57551251ae	55	0	0	125	22	30	21	0	94	45	92	83	86	61	155	39	87	78	0	97	80	113	45	112	137	206	97	209	96	148	155	0	0	0	0	0	0	32	279	146	222	198	126	205	89	126	0	336	180	294	1036	405	90	802	67	0	138	12	214	28	0	0	12	13	0	0
c63092aa1e81191c5666cda78cd062eb	54	29	0	137	103	135	46	0	95	121	48	42	269	178	144	86	101	186	0	214	91	527	105	197	222	149	191	188	55	775	323	0	0	52	50	0	58	110	492	396	89	464	113	243	102	81	0	120	116	10	101	143	0	0	7	0	0	0	0	0	0	0	0	0	0	0
109819fcb57470eba356fcb91af6a479	204	42	69	156	269	64	41	0	189	0	50	72	88	87	1117	0	199	147	0	96	649	0	93	191	270	296	260	274	0	0	102	99	238	0	60	0	0	0	54	93	0	107	103	55	0	69	0	0	108	10	4	85	10	0	0	0	18	0	0	0	0	870	534	0	0	0
9c8cb3b9048412e618bef6e1d8c50381	0	0	0	0	0	0	0	758	0	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	39	0	2438	0	0	0	0	0	0	0	0	1877	686
6441c7946b616b56c18e5fcfc0c6aeff	62	127	551	622	283	1467	383	0	269	628	85	68	15	0	0	1258	0	393	0	73	296	0	0	0	0	0	0	0	0	0	0	0	0	623	34	0	156	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
c85526d0f20a9cf18024fff5dfe0bf19	0	13	0	240	64	98	144	0	61	325	98	93	97	94	110	0	202	192	0	103	133	57	56	340	421	68	426	73	99	135	120	139	19	16	0	44	14	114	0	158	49	116	191	71	15	291	49	96	336	196	83	185	310	122	63	0	23	130	134	55	51	405	9	71	0	0
7c4b619cce6c0c7b96d68e630e5c761a	41	59	0	92	43	68	159	0	58	88	139	127	40	29	113	20	57	84	0	131	96	49	83	170	215	142	213	112	59	388	59	146	0	40	41	0	31	142	123	70	175	252	172	163	307	186	39	293	274	59	88	106	268	69	218	0	61	443	155	238	0	41	88	0	0	0
e479b3e13d6b65f3e612a4a5957177a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	101	420	29	0	0	0	0	0	0	99	0	0	303	238	178	257	0	3273	42	305	89	162	161	663	187	0	14	49	167	123	66	65	138	16	0	0
3b472f33d39d240a628fc8e813bdd76f	19	37	110	39	60	103	142	0	18	129	25	23	209	726	220	0	355	605	0	162	0	186	43	130	125	118	113	94	149	331	55	0	0	50	37	0	0	121	28	97	292	199	325	29	103	127	0	134	508	61	115	212	24	12	0	0	0	295	0	0	0	0	0	0	0	0
0af7bd998ae5b86f3c87110c38668739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1247	1775	0	0	0	0	0	0	3	0	0	0	0	0	14	0	0	0	6	0	0	62	0	0	0	12	126	33	0	48	2582	456	710	0	0
b82b2a63748dbaf0c934e68eba9d10c4	380	944	140	694	288	153	99	0	780	2	391	574	0	16	0	154	12	52	0	9	144	0	41	26	47	0	48	0	19	0	13	0	0	262	528	0	925	19	0	25	0	237	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc55a32cc1d9f54f4dee482f9022355f	153	145	88	305	109	78	62	0	218	31	167	261	59	48	139	50	90	75	0	222	123	20	36	61	65	193	81	185	41	0	73	316	248	81	80	0	105	87	203	69	120	115	66	35	0	64	0	0	70	48	131	159	0	0	13	0	93	85	222	14	308	310	218	549	0	0
6747592e0841cb6190f5e8d52621c394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	271	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1689	13	0	0	0	0	806	567	138	0	3226
ef09b635494accd6f305ce6d1691ba2c	49	0	0	179	39	102	133	0	132	70	51	41	115	69	86	118	99	124	0	46	145	145	126	216	274	104	242	96	383	43	36	0	0	45	0	0	0	43	66	50	71	148	189	73	77	209	0	216	50	95	120	88	494	60	360	0	229	66	455	319	0	0	0	0	0	0
d226f7ceb08c8852adea67b10dd6de8b	25	31	14	56	71	15	87	0	24	61	0	13	42	53	5	117	66	32	0	28	36	9	13	27	26	30	31	27	15	18	74	0	778	21	0	0	30	26	0	86	53	8	11	18	22	104	0	0	20	23	3	43	135	3812	92	0	16	49	255	0	55	15	6	59	0	0
