asv,domain,domain_conf,phylum,phylum_conf,class,class_conf,order,order_conf,family,family_conf,genus,genus_conf
df8b325c56dac10fd15834dd24b94c85,Bacteria,1,NA,0.64,NA,0.64,NA,0.64,NA,0.64,NA,0.64
0e0e6255d3a3a3049d5ead9b6ebdd3a4,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.87,NA,0.36
18d95d3b5de62f3f8fc869f28a8d08a5,Bacteria,1,Firmicutes,0.81,NA,0.7,NA,0.69,NA,0.54,NA,0.32
90119c3252f4283c06f07cb6c844f5b5,Bacteria,1,NA,0.7,NA,0.25,NA,0.25,NA,0.18,NA,0.1
4c376d524218a1bd57e4f88af95b548e,Bacteria,1,Bacteroidetes,0.96,Bacteroidia,0.95,Bacteroidales,0.95,NA,0.78,NA,0.25
2fb37b4eeca9bb9a9b009860338da6d1,Bacteria,0.99,NA,0.73,NA,0.73,NA,0.73,NA,0.73,NA,0.73
30833f4eb54ca7032ec67c063a626067,Archaea,1,Euryarchaeota,1,Methanobacteria,1,Methanobacteriales,1,Methanobacteriaceae,1,Methanobrevibacter,1
b2a90947c752a47eda8541c2811920f0,Bacteria,1,Bacteroidetes,0.89,NA,0.75,NA,0.75,NA,0.45,NA,0.44
a4d16b1f00f9b6583284469451505a22,Bacteria,1,NA,0.59,NA,0.48,NA,0.26,NA,0.24,NA,0.24
4b4f1b57bc9e2d954289febba79c8208,Bacteria,1,NA,0.78,NA,0.76,NA,0.76,NA,0.76,NA,0.35
1cecdf5c873b3f41d72359489d9222d1,Bacteria,1,Firmicutes,0.87,Clostridia,0.85,NA,0.74,NA,0.25,NA,0.25
a7d0e6f3a6bb05ec1f6368b373fdcb53,Bacteria,1,NA,0.52,NA,0.43,NA,0.43,NA,0.28,NA,0.1
ee59e764b4807495183e94cb18ceae16,Bacteria,0.89,NA,0.61,NA,0.61,NA,0.61,NA,0.6,NA,0.6
aab910a6af23016bb348f3eb86c7e082,Bacteria,1,Firmicutes,0.88,Clostridia,0.85,Clostridiales,0.85,NA,0.76,NA,0.31
4542e5188c65cf9dcfa76d77fa9062fd,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,NA,0.61
71e63a38a538e98d2906c3ac8c3c841c,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.98,NA,0.58
7fe41d8c0d0e0e1b07e49d642b8946c9,Bacteria,1,NA,0.72,NA,0.72,NA,0.72,NA,0.72,NA,0.72
6b2a593a69f4743986765125ab026d1b,Bacteria,1,NA,0.45,NA,0.39,NA,0.39,NA,0.33,NA,0.3
89ed700e9a33ed5612d949a758e06f1f,Bacteria,1,NA,0.29,NA,0.27,NA,0.27,NA,0.27,NA,0.16
85bfac0247f040cc12f3bc45dce3d3c7,Bacteria,1,Firmicutes,1,NA,0.57,NA,0.57,NA,0.46,NA,0.06
46280b52ce94e41c06e4ed649f183737,Bacteria,1,NA,0.48,NA,0.38,NA,0.38,NA,0.38,NA,0.04
662a1ca06e2a0218b56ad48e499613ee,Bacteria,1,NA,0.54,NA,0.26,NA,0.21,NA,0.09,NA,0.07
27c7f3cd92ff0ac1eb78234e171e6bba,Bacteria,0.99,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.98,Lachnospiraceae,0.97,NA,0.68
11f23e744b25d9cc513fada1e67efe8f,Bacteria,1,NA,0.74,NA,0.74,NA,0.64,NA,0.64,NA,0.22
e8aa5598a511c9657b5c6cc33f76187b,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.99,Aeromonadales,0.95,Succinivibrionaceae,0.95,Succinivibrio,0.95
154592c9f2b7264a415bad4ecfc1aecc,Bacteria,1,Proteobacteria,0.89,Gammaproteobacteria,0.88,Aeromonadales,0.82,Succinivibrionaceae,0.82,Ruminobacter,0.82
0d7412cf50a833b08db9863700ccf656,Bacteria,1,NA,0.63,NA,0.61,NA,0.56,NA,0.54,NA,0.13
0ecaf7af457c70c224c56f24f544a322,Bacteria,1,NA,0.3,NA,0.3,NA,0.3,NA,0.3,NA,0.08
0167881eb758643243836e471dc8bc4c,Bacteria,1,Firmicutes,0.92,NA,0.72,NA,0.72,NA,0.72,NA,0.34
a59efa639f1881e1bfac3c1246d7de76,Bacteria,1,Firmicutes,0.85,NA,0.21,NA,0.21,NA,0.21,NA,0.19
106a6bb8b5a8a7cd740aa50d974bdcf7,Bacteria,1,NA,0.34,NA,0.33,NA,0.33,NA,0.33,NA,0.04
7391d69720db2c7947656dd43d99d477,Bacteria,1,NA,0.42,NA,0.42,NA,0.42,NA,0.42,NA,0.42
01da34ae5677e2578f92f27ae972ce73,Bacteria,1,NA,0.13,NA,0.06,NA,0.06,NA,0.05,NA,0.05
3f88d4517a73604ae310ec6c50bf308f,Bacteria,1,Firmicutes,0.96,Clostridia,0.91,Clostridiales,0.91,NA,0.39,NA,0.21
0e3d0ca44a7d759c644938051fe1fa35,Bacteria,1,Bacteroidetes,0.84,NA,0.79,NA,0.79,NA,0.79,NA,0.55
3fe7a315fce69583fab1670c04bf50e5,Bacteria,0.98,NA,0.63,NA,0.53,NA,0.53,NA,0.53,NA,0.34
34fec77cc58787a2db8aba8924fc1a59,Bacteria,1,NA,0.69,NA,0.6,NA,0.6,NA,0.6,NA,0.42
e76f36a07187fc23ab9bf1a338d4c8da,Bacteria,1,NA,0.26,NA,0.25,NA,0.25,NA,0.17,NA,0.09
1fefe16dde4a2fbf67df031a05956620,Bacteria,1,Firmicutes,0.82,NA,0.78,NA,0.78,NA,0.1,NA,0.08
c6263d810fc081015c438ae580008c1d,Bacteria,1,Firmicutes,0.92,Clostridia,0.84,NA,0.79,NA,0.27,NA,0.26
bde9f761acd20d9fa60410f3086af874,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,0.97,NA,0.39,NA,0.19
aeb445a84b0d166b9a9693ecb18909b0,Bacteria,1,NA,0.47,NA,0.47,NA,0.47,NA,0.47,NA,0.47
60cb6e4947e40130f2d20200006d80dd,NA,0.19,NA,0.19,NA,0.1,NA,0.1,NA,0.05,NA,0.05
5677478982f8fa1424264c3ef2d375e0,Bacteria,1,Bacteroidetes,0.96,NA,0.35,NA,0.35,NA,0.23,NA,0.23
9af9005bbdbcda2a46247c1624e65403,Bacteria,1,NA,0.73,NA,0.73,NA,0.73,NA,0.73,NA,0.72
59e31e677f0197ae40db9532c570fe7f,Bacteria,1,NA,0.77,NA,0.77,NA,0.65,NA,0.65,NA,0.2
ad737f145d598e30a261c6aef87c38a4,Bacteria,0.98,NA,0.47,NA,0.44,NA,0.44,NA,0.44,NA,0.44
2d686d929fa41e24c08601c0a55e9b43,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.96,Bacteroidales,0.96,Prevotellaceae,0.95,NA,0.36
7ca5bbb871457a549db1394b5b3ad90c,Bacteria,1,Bacteroidetes,0.83,NA,0.4,NA,0.4,NA,0.12,NA,0.12
45c952144a0f73b2eadd59546f6ce617,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,1
982938be86590390a64748f7df10c816,Bacteria,1,Bacteroidetes,0.83,NA,0.46,NA,0.46,NA,0.44,NA,0.29
8be22cd40adf42506fd8bc28ec0f88df,Bacteria,1,Firmicutes,0.85,Clostridia,0.84,Clostridiales,0.84,NA,0.39,NA,0.31
762ef1b87945f3b6ed29d8ce13743815,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.96,NA,0.32
eefdcd729276a70c6a58203a089b782e,Bacteria,1,Firmicutes,0.92,NA,0.5,NA,0.48,NA,0.29,NA,0.28
a314526cfb7995da79d9c12ec0d54f1f,Bacteria,1,NA,0.77,NA,0.11,NA,0.11,NA,0.06,NA,0.05
a6e06656b111324c34af12b8d795673c,Bacteria,1,NA,0.7,NA,0.17,NA,0.17,NA,0.16,NA,0.09
3f4fbff17f2edc82ab702ba13b972564,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,NA,0.72,NA,0.12
e8abe04cc98b7a49387da99990ca6d31,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.95,NA,0.58,NA,0.58,NA,0.54
b17acb393511f80ae1f2b9f0fd049591,Bacteria,1,Firmicutes,0.99,Clostridia,0.93,Clostridiales,0.93,Clostridiaceae 1,0.92,Sarcina,0.82
79e80c8b06247a9307c8514178bee361,Bacteria,1,Firmicutes,0.9,Clostridia,0.89,Clostridiales,0.88,NA,0.43,NA,0.15
4b1daec611e5936e2f6fdf4153aa973b,Bacteria,1,NA,0.55,NA,0.15,NA,0.15,NA,0.13,NA,0.11
2baaa0d39e22a5cb4a46d48cc4bf6db5,Bacteria,1,Firmicutes,0.99,NA,0.25,NA,0.25,NA,0.25,NA,0.1
5d48cc4aef268ab1b69b7659b4530f01,Bacteria,1,Firmicutes,0.96,Clostridia,0.83,NA,0.73,NA,0.61,NA,0.29
04282be8007b1901a296b08ac18603a3,Bacteria,1,NA,0.78,NA,0.75,NA,0.75,NA,0.75,NA,0.44
b092bd40eddd3bc4818fea7a968d396b,Bacteria,1,NA,0.64,NA,0.64,NA,0.41,NA,0.41,NA,0.28
c33d4d3e5df001bb81c2b7866b6841ad,Bacteria,1,NA,0.57,NA,0.22,NA,0.18,NA,0.17,NA,0.11
fbb48bc2532549016e4b751cc287606d,Bacteria,1,Firmicutes,0.99,Clostridia,0.98,Clostridiales,0.98,NA,0.79,NA,0.38
debb1353f4ae9ed2e334f970ee52c58f,Bacteria,1,NA,0.61,NA,0.46,NA,0.46,NA,0.33,NA,0.33
8fdc9fd7e051d8755b41b0775b05804d,Bacteria,1,Firmicutes,0.9,Clostridia,0.88,Clostridiales,0.88,NA,0.67,NA,0.52
ef69c1558aaaaa126629222ce217298d,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Aeromonadaceae,1,Aeromonas,1
3ede7f3c2fed5f00df126cc4318c1c32,Bacteria,1,NA,0.6,NA,0.21,NA,0.21,NA,0.2,NA,0.11
9616b514218d5fabd34d3fd7695a0bd2,Bacteria,1,NA,0.74,NA,0.6,NA,0.6,NA,0.3,NA,0.29
d42734b466745c6fa48560d751beecf2,Bacteria,1,NA,0.33,NA,0.33,NA,0.33,NA,0.33,NA,0.33
798f4fef89a0109d623b8840fe6d31cd,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.84,Bacteroidales,0.84,Prevotellaceae,0.84,NA,0.51
32c4da8e94a4e686e59fcc643761b975,Bacteria,1,NA,0.48,NA,0.44,NA,0.44,NA,0.21,NA,0.14
ba26ae40d3c2c89d928342ce2849d14c,Bacteria,1,Firmicutes,0.98,NA,0.53,NA,0.53,NA,0.53,NA,0.47
c0dd9183597026002484cee8da6021c5,Bacteria,1,Firmicutes,0.99,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.96,NA,0.27
3aa199bbba3af7d38d5fa4c11bb62976,Bacteria,1,NA,0.45,NA,0.11,NA,0.11,NA,0.09,NA,0.02
3f07cdd08b089a56fd9073f72f6365e3,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.88,Bacteroidales,0.88,NA,0.65,NA,0.57
98bd0e31818c7bafcb5485c77848dd91,Bacteria,1,NA,0.73,NA,0.73,NA,0.73,NA,0.66,NA,0.59
15efaa069d575db26e293ab27bd9c5ae,Bacteria,1,Tenericutes,0.8,Mollicutes,0.8,Anaeroplasmatales,0.8,Anaeroplasmataceae,0.8,Anaeroplasma,0.8
d2d76b918bbae01ea56f0d19263f822f,Bacteria,1,NA,0.56,NA,0.56,NA,0.52,NA,0.52,NA,0.18
9fc25dbe50e6626de5dfee19dcc7dad0,Bacteria,1,Tenericutes,0.92,Mollicutes,0.92,Anaeroplasmatales,0.92,Anaeroplasmataceae,0.92,Anaeroplasma,0.92
0a9a4162ee8293d1aa97c2845a7951ec,Bacteria,1,Proteobacteria,0.81,Gammaproteobacteria,0.81,NA,0.65,NA,0.65,NA,0.63
736b0f3e6c7c4d922ce0699f03a750a0,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,NA,0.36,NA,0.21
4e04582edfd8e9336ee4fcf4aaf67bef,Bacteria,1,Cyanobacteria/Chloroplast,1,Chloroplast,1,Chloroplast,1,Chloroplast,1,Streptophyta,1
71d5ea0736828cf3e84f16a613936f24,Bacteria,1,Firmicutes,0.91,NA,0.63,NA,0.63,NA,0.37,NA,0.04
0e99a232f15e0c06ade323e543113ed2,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.88,Pseudobutyrivibrio,0.81
a8dd2878efa2f3998434de62382bc0f5,Bacteria,1,Bacteroidetes,0.89,Bacteroidia,0.89,Bacteroidales,0.89,Prevotellaceae,0.87,NA,0.79
757c353ddafae7062d659880c21b34e7,Bacteria,1,Firmicutes,1,Erysipelotrichia,0.95,Erysipelotrichales,0.95,Erysipelotrichaceae,0.95,NA,0.51
619f6fcb93e7320720f60206154a04a6,Bacteria,0.99,NA,0.49,NA,0.49,NA,0.49,NA,0.49,NA,0.48
e4709daa16e5538f65cc67cf9af91edc,Bacteria,1,NA,0.61,NA,0.59,NA,0.59,NA,0.46,NA,0.03
624c4403eab4409cc76276cc2934d822,Bacteria,1,NA,0.76,NA,0.74,NA,0.73,NA,0.61,NA,0.45
b8842a46bfc187324f35c356fc02b233,Bacteria,1,NA,0.55,NA,0.33,NA,0.33,NA,0.33,NA,0.1
bd05b6d357dbf2a5ea8582872027ff96,Bacteria,0.99,Firmicutes,0.97,Erysipelotrichia,0.97,Erysipelotrichales,0.97,Erysipelotrichaceae,0.97,NA,0.73
7fb3f01239f6b0433aa0fb24a43f0d73,Bacteria,1,Firmicutes,0.99,Negativicutes,0.98,Selenomonadales,0.98,Acidaminococcaceae,0.98,Acidaminococcus,0.98
550f774e8e9e929097e7c4bb62cdc932,Bacteria,1,Firmicutes,0.88,NA,0.63,NA,0.63,NA,0.6,NA,0.55
1e2a2e795b82b07bc616b9740f2c5a4f,Bacteria,1,NA,0.46,NA,0.27,NA,0.27,NA,0.27,NA,0.27
905d7cc1942117c34aa1599fb93cde74,Bacteria,1,NA,0.76,NA,0.72,NA,0.72,NA,0.08,NA,0.08
a18091332f6f75ccaa95360162bb8f58,Bacteria,1,NA,0.31,NA,0.31,NA,0.31,NA,0.31,NA,0.1
a2794da0ec4003b9379edef8b7ec779f,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,NA,0.77,NA,0.22
9400d765814047205658c82bdbe52f74,Bacteria,1,NA,0.58,NA,0.58,NA,0.5,NA,0.5,NA,0.14
eb758c417b9dc57c97781e6d407f9e9d,Bacteria,0.99,NA,0.34,NA,0.32,NA,0.22,NA,0.18,NA,0.06
1c284ecbcea0e3cfdc08e35804d3faf7,Bacteria,0.98,NA,0.1,NA,0.1,NA,0.1,NA,0.07,NA,0.07
c3cbbed459ea4ac3214dd55a84c82606,Bacteria,1,Firmicutes,0.84,Clostridia,0.82,Clostridiales,0.82,Ruminococcaceae,0.82,NA,0.29
879b2d1a86188fe1f96b4cfd2bbfd3ff,Bacteria,1,Firmicutes,1,Bacilli,1,NA,0.68,NA,0.35,NA,0.2
f0e2286e7e8e2da7cbd09b156c0b1ae7,Bacteria,1,Firmicutes,0.9,Clostridia,0.87,Clostridiales,0.87,NA,0.78,NA,0.38
e7e1a1057e1e0ee163c95ffef2916fae,Bacteria,1,Bacteroidetes,0.99,NA,0.59,NA,0.59,NA,0.53,NA,0.3
1768325937ddc34cf29e3b22667b6061,Bacteria,1,Bacteroidetes,0.97,NA,0.63,NA,0.63,NA,0.62,NA,0.44
91d0a789050fc14c55a051bcc1ccacb5,Bacteria,1,NA,0.35,NA,0.35,NA,0.35,NA,0.35,NA,0.2
89e0b91daebdd10c25c640b87c684710,Bacteria,1,NA,0.62,NA,0.5,NA,0.47,NA,0.12,NA,0.06
3613cc22be4a6a57f3d7265769d288ff,Bacteria,1,Firmicutes,1,NA,0.49,NA,0.49,NA,0.49,NA,0.49
ba86d712c49d6abe3bc95fcb21eed0f6,Bacteria,1,Bacteroidetes,0.99,NA,0.69,NA,0.69,NA,0.5,NA,0.45
6ebcade64fb6d82e387f90798e157a8d,Bacteria,0.99,NA,0.32,NA,0.25,NA,0.25,NA,0.22,NA,0.13
300bd5cb36a8d79a27cfbeb5f1553c4b,Bacteria,0.82,NA,0.31,NA,0.26,NA,0.22,NA,0.21,NA,0.2
d67f3992c8341f8c21fa9824a3de8597,Bacteria,1,Bacteroidetes,0.98,Bacteroidia,0.94,Bacteroidales,0.94,Prevotellaceae,0.85,NA,0.71
29c5e70ab83ec7dda19723fb79ffae7c,Bacteria,1,NA,0.68,NA,0.24,NA,0.24,NA,0.14,NA,0.12
0b81eda46e76181b3f41752f410ea938,Bacteria,0.98,NA,0.58,NA,0.57,NA,0.57,NA,0.23,NA,0.21
8fc97cb01f18f28cf00748c9074a6ba5,Bacteria,1,NA,0.62,NA,0.61,NA,0.57,NA,0.56,NA,0.53
8b752e0f8c8799f3e2c775d62024c18d,Bacteria,0.99,Firmicutes,0.96,Bacilli,0.81,NA,0.77,NA,0.5,NA,0.46
be0818c2e295749206a8f8d61ac5bd60,Bacteria,1,NA,0.67,NA,0.37,NA,0.37,NA,0.23,NA,0.22
8c0d744959255927ce820eef0384c371,Bacteria,1,Bacteroidetes,0.96,Bacteroidia,0.84,Bacteroidales,0.84,Prevotellaceae,0.81,NA,0.78
cdaa1e08339143a275aa38098da0d8f6,Bacteria,1,Firmicutes,0.88,Negativicutes,0.8,Selenomonadales,0.8,Acidaminococcaceae,0.8,Acidaminococcus,0.8
24546b79b2b266da6ead669ff3dcea9a,Bacteria,1,Tenericutes,0.98,Mollicutes,0.98,Anaeroplasmatales,0.98,Anaeroplasmataceae,0.98,Anaeroplasma,0.98
919da32178f65f55c3b0f4938ddd02d5,Bacteria,1,NA,0.67,NA,0.67,NA,0.63,NA,0.63,NA,0.44
e15ad7ea88c88aa2fcd704612235fa5c,Bacteria,1,Firmicutes,0.9,Clostridia,0.86,Clostridiales,0.84,NA,0.75,NA,0.37
159252ec53ba667a4d377df0eeeba4a6,Bacteria,1,NA,0.59,NA,0.12,NA,0.12,NA,0.02,NA,0.01
728ceddb184a57687ff43acb11374fe9,Bacteria,1,Firmicutes,0.82,NA,0.78,NA,0.78,NA,0.27,NA,0.14
9b2824b559e063d2497b77f6ddb5d48a,Bacteria,0.99,NA,0.37,NA,0.37,NA,0.34,NA,0.34,NA,0.12
35519ba9acc7ecb4367806b0f5515a73,Bacteria,1,Firmicutes,0.96,Clostridia,0.95,Clostridiales,0.92,NA,0.72,NA,0.25
d66e6b67c4933403e89b5130436b239e,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.86,Bacteroidales,0.86,NA,0.54,NA,0.28
76ed7d7250bf6cd2a5744f0922a628e5,Bacteria,1,Firmicutes,0.93,NA,0.33,NA,0.33,NA,0.31,NA,0.15
66e24fc546c137a7ff0954c58c8ae496,Bacteria,1,NA,0.52,NA,0.52,NA,0.31,NA,0.31,NA,0.13
85e884ba0b9d4611162409d73abbbddc,Bacteria,1,NA,0.62,NA,0.56,NA,0.56,NA,0.33,NA,0.23
6b2c5f35067239e1c4d71137a16c0da7,Bacteria,1,Actinobacteria,0.83,Actinobacteria,0.83,Coriobacteriales,0.8,Coriobacteriaceae,0.8,NA,0.58
15e69b0feedb91f3794952d96f648203,Bacteria,1,NA,0.36,NA,0.36,NA,0.31,NA,0.31,NA,0.09
53e75c01a91c8b84d0f7cbcfd160b61a,Bacteria,1,Firmicutes,0.86,NA,0.74,NA,0.74,NA,0.74,NA,0.18
d39231da782b47eeeb7186d096604acb,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Aeromonadales,0.92,Succinivibrionaceae,0.92,Succinivibrio,0.92
3be4affb8112fb90c935052a445cab99,Bacteria,1,Firmicutes,0.93,Clostridia,0.91,Clostridiales,0.91,NA,0.48,NA,0.48
31bbd89a21ffe5ab964726fc844808f0,Bacteria,1,NA,0.79,NA,0.43,NA,0.43,NA,0.43,NA,0.29
925489db21c4974b01ff38b1e0a67727,Bacteria,1,Bacteroidetes,0.86,Bacteroidia,0.84,Bacteroidales,0.84,Prevotellaceae,0.84,Hallella,0.82
d906ad9e0e7a3c6756408ee95cb13392,Bacteria,1,NA,0.68,NA,0.43,NA,0.43,NA,0.19,NA,0.19
6960d06477c36978ac5873ba56b389de,Bacteria,1,Bacteroidetes,0.86,Bacteroidia,0.8,Bacteroidales,0.8,NA,0.42,NA,0.33
083ad3231dbfd09a5a84a80ab84f43ea,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.91,Bacteroidales,0.91,NA,0.46,NA,0.38
057fc9cf821943bd0e74ea53bde9c272,Bacteria,1,Firmicutes,0.97,NA,0.54,NA,0.54,NA,0.51,NA,0.5
3c2b132f99b6f5db268cd1c6ef5e189e,Bacteria,1,Bacteroidetes,0.96,NA,0.21,NA,0.21,NA,0.21,NA,0.21
a557e66c1493c6b5b5880bc8916a1fbb,Bacteria,1,NA,0.11,NA,0.08,NA,0.08,NA,0.08,NA,0.07
b51d5e6fee315c7c2d9143d16fafd68e,Bacteria,1,Firmicutes,0.84,NA,0.33,NA,0.33,NA,0.33,NA,0.1
4c6b6a6fc64e520a1d70995f6a0f2a25,Bacteria,1,Firmicutes,0.85,Clostridia,0.84,Clostridiales,0.84,Ruminococcaceae,0.84,NA,0.48
0b06fc61aca091ff5bca23863f90cb3b,Bacteria,1,NA,0.36,NA,0.36,NA,0.36,NA,0.36,NA,0.28
e83ba33bf3dea98231fcec5957e310bb,Bacteria,1,Firmicutes,0.85,Clostridia,0.85,Clostridiales,0.85,Lachnospiraceae,0.85,NA,0.3
e6d0316cb9f21fb1b89ac8208f7bdab0,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.96,Bacteroidales,0.96,Prevotellaceae,0.83,NA,0.38
1add1cf8614375e8d7c5c4dceca2e642,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Streptococcaceae,0.89,NA,0.4
5dc3f4a2a428bdbc45706fae9e88b220,Bacteria,1,Firmicutes,0.95,Clostridia,0.94,Clostridiales,0.94,Clostridiaceae 1,0.86,Sarcina,0.83
fd4fb96e59460376eefa376b9d29ba30,Bacteria,1,Fibrobacteres,0.81,Fibrobacteria,0.81,Fibrobacterales,0.81,Fibrobacteraceae,0.81,Fibrobacter,0.81
2285dbbe96d2d02d34b4a27f00019182,Bacteria,1,Bacteroidetes,0.99,NA,0.76,NA,0.76,NA,0.74,NA,0.66
f34b029c7a3bde8cd7ba3c68e5d0cb3a,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,NA,0.38
37058f8d3792bd6ddd8d616359780b01,Bacteria,1,Bacteroidetes,0.9,NA,0.46,NA,0.46,NA,0.31,NA,0.22
e802e8fa606cc258948abb0752d5a1a2,Bacteria,1,Actinobacteria,0.99,Actinobacteria,0.99,Coriobacteriales,0.98,Coriobacteriaceae,0.98,NA,0.62
e3b5c4d2de7484fabb8c5283368d12e4,Bacteria,1,NA,0.79,NA,0.66,NA,0.66,NA,0.31,NA,0.31
5f75023a7ade842d274b2b8c53ab80e6,Bacteria,1,NA,0.79,NA,0.75,NA,0.75,NA,0.47,NA,0.11
8136277e0139ef53ad8ee399ac226416,Bacteria,1,Firmicutes,0.93,NA,0.57,NA,0.57,NA,0.57,NA,0.27
d6a027bf81e5d422d27787893bb3c465,Bacteria,1,NA,0.58,NA,0.37,NA,0.37,NA,0.36,NA,0.25
85ad66488760c4318ff924920776a46d,Bacteria,1,Firmicutes,0.99,NA,0.73,NA,0.73,NA,0.59,NA,0.57
7150cb375fcb3aa6c4f709e4dea25a67,Bacteria,1,Firmicutes,0.86,NA,0.77,NA,0.76,NA,0.51,NA,0.37
8f4abb75ed075e219d6c6b4d85d5424b,NA,0.23,NA,0.23,NA,0.07,NA,0.07,NA,0.05,NA,0.05
c038fdef2551b23007e12bd93920c1c5,Bacteria,1,NA,0.47,NA,0.41,NA,0.41,NA,0.4,NA,0.11
9daabdbf145407a6b5bed024793caf51,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,0.87
b8d160c83ae20ce6adb860bb4bebb1ac,Bacteria,1,Bacteroidetes,0.98,NA,0.67,NA,0.67,NA,0.62,NA,0.38
f05ae9a768c37eeaf1d94acad30f5c78,Bacteria,0.99,NA,0.54,NA,0.54,NA,0.54,NA,0.54,NA,0.54
4822d6d9b0408bbf3ae48b0ff1c83087,Bacteria,1,NA,0.58,NA,0.5,NA,0.5,NA,0.17,NA,0.13
dadc39416e436a6c6f70d493d791c741,Bacteria,1,NA,0.76,NA,0.76,NA,0.76,NA,0.76,NA,0.76
ba06115e296ad871f78d3c407c7371b2,Bacteria,1,NA,0.46,NA,0.25,NA,0.25,NA,0.25,NA,0.23
64d54c077fe9d0b11c5bbb76cef5f3a0,Bacteria,1,NA,0.69,NA,0.31,NA,0.31,NA,0.31,NA,0.19
94e6c2cdf162f90e420055e09680b77f,Bacteria,1,NA,0.6,NA,0.55,NA,0.55,NA,0.55,NA,0.27
fd00126d1f7ba55335face8582215fb3,Bacteria,1,NA,0.69,NA,0.69,NA,0.33,NA,0.33,NA,0.08
572fd37f4cc13064faa0c12791b767dd,Bacteria,1,NA,0.73,NA,0.55,NA,0.31,NA,0.26,NA,0.26
5fb9512de03b3e5dfd5ea9c2a065a4b0,Bacteria,0.99,Bacteroidetes,0.95,NA,0.23,NA,0.23,NA,0.16,NA,0.16
19f6f7cf658d6a1dd14f32cbd67f6ec9,Bacteria,0.95,NA,0.46,NA,0.46,NA,0.46,NA,0.44,NA,0.4
66ec319884630f6ebf0e9ffad3e1fa60,Bacteria,1,Bacteroidetes,0.92,NA,0.23,NA,0.23,NA,0.23,NA,0.16
9cb11f9362d99f3dd4420c9337276376,Bacteria,1,Firmicutes,0.86,Clostridia,0.81,Clostridiales,0.81,NA,0.41,NA,0.27
69421982b6388989ca1356a24e5d3bda,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Aeromonadales,0.99,Succinivibrionaceae,0.99,Succinivibrio,0.98
3a6440298d6743284986660b4677721a,Bacteria,1,NA,0.68,NA,0.29,NA,0.29,NA,0.29,NA,0.15
029805f159b6a4eb465ca3c2a0aba02b,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.82,Bacteroidales,0.82,NA,0.78,NA,0.57
008366e6ee8ebfb0e7f36de6221ca0ae,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.94,NA,0.62
1c74e5e9bd26d41cd2e925706a5e1fbc,Bacteria,1,Firmicutes,0.98,NA,0.39,NA,0.39,NA,0.39,NA,0.23
2e81ecd00a0ae3093168e9c7a228cf66,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.93,Bacteroidales,0.93,Prevotellaceae,0.93,Prevotella,0.84
386c6c6ad12fb6fc6f5746fe472ce8a3,Bacteria,1,Firmicutes,0.95,NA,0.57,NA,0.57,NA,0.57,NA,0.4
82fb4e5c5de72383c1f3ffe2d2cc0732,Bacteria,1,Tenericutes,0.95,Mollicutes,0.95,Anaeroplasmatales,0.95,Anaeroplasmataceae,0.95,Anaeroplasma,0.95
b33f585f6441f153fbbcc3798db54f3d,Bacteria,1,Firmicutes,0.97,Negativicutes,0.95,Selenomonadales,0.95,Veillonellaceae,0.95,Anaerovibrio,0.92
