"file","genome","n_ribosomal_proteins","total_ribosomal_gene_len","n_reads_mapped","Filename","ReadCount","dataset","normalized_reads_per_kB_per_M"
"ERR3275121_1","10677_0019_idba_bin.37",23,9222,19,"ERR3275121_1.fastq",126311197,"Adult",0.0163112270198205
"ERR3275121_1","10674_min2k_bin.1792",42,18066,5,"ERR3275121_1.fastq",126311197,"Adult",0.0021911199225178
"ERR3275121_1","Ruminococcaceae_CPB6",41,18129,9,"ERR3275121_1.fastq",126311197,"Adult",0.003930310030138
"ERR3275121_1","10676_min2k_bin.3258",23,9531,18,"ERR3275121_1.fastq",126311197,"Adult",0.0149517554372829
"ERR3275121_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,1,"ERR3275121_1.fastq",126311197,"Adult",0.000430362823659563
"ERR3275121_1","malmuthuge.79",28,12450,3,"ERR3275121_1.fastq",126311197,"Adult",0.00190769988049188
"ERR3201413_1","10678_0024_idba_bin.135",41,17709,193,"ERR3201413_1.fastq",53941237,"Adult",0.202042330549586
"ERR3201413_1","10676_0049_idba_bin.70",39,19470,536,"ERR3201413_1.fastq",53941237,"Adult",0.510361536838289
"ERR3201413_1","10674_0009_idba_bin.117",37,20709,322,"ERR3201413_1.fastq",53941237,"Adult",0.288254331464667
"ERR3201413_1","10677_0019_idba_bin.218",40,17688,259,"ERR3201413_1.fastq",53941237,"Adult",0.271456429759756
"ERR3201413_1","10678_0051_idba_bin.51",43,20247,406,"ERR3201413_1.fastq",53941237,"Adult",0.371744412073398
"ERR3201413_1","10677_0034_idba_bin.198",42,18354,36,"ERR3201413_1.fastq",53941237,"Adult",0.0363622603313009
"ERR3201413_1","10678_min2k_bin.2957",37,16101,21,"ERR3201413_1.fastq",53941237,"Adult",0.0241794012941478
"ERR3201413_1","10675_0017_idba_bin.63",18,10164,34,"ERR3201413_1.fastq",53941237,"Adult",0.0620145160700722
"ERR3201413_1","Megasphaera_hexanoica_MH",42,17547,8,"ERR3201413_1.fastq",53941237,"Adult",0.00845213079944906
"ERR3201413_1","10674_min2k_bin.1792",42,18066,4,"ERR3201413_1.fastq",53941237,"Adult",0.00410465900414958
"ERR3201413_1","10676_min2k_bin.2753",42,18609,9,"ERR3201413_1.fastq",53941237,"Adult",0.00896599664303156
"ERR3201413_1","10677_0023_idba_bin.13",41,18111,3,"ERR3201413_1.fastq",53941237,"Adult",0.00307084518672214
"ERR3201413_1","malmuthuge.164",43,18489,2,"ERR3201413_1.fastq",53941237,"Adult",0.00200537534666467
"ERR3201413_1","malmuthuge.34",41,17973,1,"ERR3201413_1.fastq",53941237,"Adult",0.00103147456697499
"ERR3201413_1","malmuthuge.79",28,12450,4,"ERR3201413_1.fastq",53941237,"Adult",0.00595620639108163
"ERR3201413_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,1,"ERR3201413_1.fastq",53941237,"Adult",0.00100775670755825
"ERR3201413_1","10676_min2k_bin.3258",23,9531,2,"ERR3201413_1.fastq",53941237,"Adult",0.00389018831019653
"ERR3201413_1","Megasphaera_elsdenii_2410",31,13602,3,"ERR3201413_1.fastq",53941237,"Adult",0.00408881614297344
"ERR3201413_1","10677_0023_idba_bin.239",41,18483,2,"ERR3201413_1.fastq",53941237,"Adult",0.00200602633687622
"ERR3201413_1","Ruminococcaceae_CPB6",41,18129,1,"ERR3201413_1.fastq",53941237,"Adult",0.00102259873088651
"ERR3275128_1","10677_0019_idba_bin.218",40,17688,1844,"ERR3275128_1.fastq",134074212,"Adult",0.777565412229398
"ERR3275128_1","10678_0051_idba_bin.51",43,20247,2061,"ERR3275128_1.fastq",134074212,"Adult",0.759227719356016
"ERR3275128_1","10676_0049_idba_bin.70",39,19470,1709,"ERR3275128_1.fastq",134074212,"Adult",0.654682689779056
"ERR3275128_1","10674_0009_idba_bin.117",37,20709,1365,"ERR3275128_1.fastq",134074212,"Adult",0.491618559713159
"ERR3275128_1","10677_0034_idba_bin.198",42,18354,710,"ERR3275128_1.fastq",134074212,"Adult",0.288524281507275
"ERR3275128_1","10676_min2k_bin.2753",42,18609,60,"ERR3275128_1.fastq",134074212,"Adult",0.0240482213866735
"ERR3275128_1","malmuthuge.34",41,17973,20,"ERR3275128_1.fastq",134074212,"Adult",0.00829973389314726
"ERR3275128_1","Megasphaera_hexanoica_MH",42,17547,21,"ERR3275128_1.fastq",134074212,"Adult",0.00892629356155539
"ERR3275128_1","10676_min2k_bin.3406",41,18084,12,"ERR3275128_1.fastq",134074212,"Adult",0.0049492739635546
"ERR3275128_1","10674_min2k_bin.1792",42,18066,43,"ERR3275128_1.fastq",134074212,"Adult",0.0177525684773775
"ERR3275128_1","malmuthuge.79",28,12450,29,"ERR3275128_1.fastq",134074212,"Adult",0.0173733429742351
"ERR3275128_1","malmuthuge.158",35,15363,11,"ERR3275128_1.fastq",134074212,"Adult",0.00534037066288125
"ERR3275128_1","malmuthuge.164",43,18489,24,"ERR3275128_1.fastq",134074212,"Adult",0.00968172106192022
"ERR3275128_1","10675_0017_idba_bin.63",18,10164,58,"ERR3275128_1.fastq",134074212,"Adult",0.0425616135437282
"ERR3275128_1","Ruminococcaceae_CPB6",41,18129,18,"ERR3275128_1.fastq",134074212,"Adult",0.00740548323323858
"ERR3275128_1","10678_min2k_bin.2957",37,16101,79,"ERR3275128_1.fastq",134074212,"Adult",0.0365956097871602
"ERR3275128_1","Pseudoramibacter_alactolyticus_ATCC23263",44,18396,10,"ERR3275128_1.fastq",134074212,"Adult",0.00405444437001347
"ERR3275128_1","malmuthuge.128",41,18225,10,"ERR3275128_1.fastq",134074212,"Adult",0.00409248607027533
"ERR3275128_1","10678_0024_idba_bin.135",41,17709,42,"ERR3275128_1.fastq",134074212,"Adult",0.0176892736037735
"ERR3275128_1","Megasphaera_elsdenii_2410",31,13602,12,"ERR3275128_1.fastq",134074212,"Adult",0.00658011103932667
"ERR3275128_1","10677_min2k_bin.4359",27,11229,8,"ERR3275128_1.fastq",134074212,"Adult",0.00531378100495274
"ERR3275128_1","10677_0023_idba_bin.13",41,18111,16,"ERR3275128_1.fastq",134074212,"Adult",0.00658919407041183
"ERR3275128_1","10677_0023_idba_bin.239",41,18483,7,"ERR3275128_1.fastq",134074212,"Adult",0.00282475199056092
"ERR3275128_1","10676_min2k_bin.3258",23,9531,10,"ERR3275128_1.fastq",134074212,"Adult",0.00782557534684376
"ERR3275128_1","10674_0003_idba_bin.96",41,18645,20,"ERR3275128_1.fastq",134074212,"Adult",0.00800059625966939
"ERR3275128_1","10677_0019_idba_bin.37",23,9222,5,"ERR3275128_1.fastq",134074212,"Adult",0.00404389279065104
"ERR3275128_1","10677_min2k_bin.3664",29,11922,2,"ERR3275128_1.fastq",134074212,"Adult",0.00125122561031317
